Local time in New York / La Guardia (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
03.03.2018 16:00,7.8,761.2,762.1,1.5,51,Wind blowing from the north,10,14,,100%., ,,,,,,,1000-1500,,,16,-1.7,,,,,,
03.03.2018 13:00,7.8,759.7,760.7,-0.5,54,Wind blowing from the north,10,15,,70 – 80%., ,,,2.2,8.3,,,1000-1500,,,16,-1.1,,,,,,
03.03.2018 10:00,4.4,760.2,761.2,1.7,60,Wind blowing from the north,13,19,,70 – 80%., ,,,,,,,600-1000,,,16,-2.8,,,,,,
03.03.2018 07:00,3.9,758.5,759.4,2.6,62,Wind blowing from the north,8,13,,70 – 80%., ,,,2.2,6.7,,,1500-2000,,,16,-2.8,,,,,,
03.03.2018 04:00,3.9,755.9,756.7,0.5,65,Wind blowing from the north-northwest,10,14,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,-2.2,,,,,,
03.03.2018 01:00,3.3,755.4,756.4,1.8,65,Wind blowing from the north-northwest,11,15,,100%., ,,,2.2,,,,600-1000,,,16,-2.8,0.3,6,,,,
02.03.2018 22:00,3.3,753.6,754.5,3.3,70,Wind blowing from the north-northwest,11,17,,100%., ,,,,,,,600-1000,,,16,-1.7,0.3,3,,,,
02.03.2018 19:00,2.2,750.3,751.3,5.3,86,Wind blowing from the north-northwest,12,21,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",,,2.2,4.4,,,300-600,,,9,0,5,6,,,,
02.03.2018 16:00,3.3,745,746.1,3,83,Wind blowing from the north-northwest,15,20,,100%.,"Continuous fall of snowflakes, moderate at time of observation. ",,,,,,,300-600,,,9,0.6,2,3,,,,
02.03.2018 13:00,3.3,742,742.9,-0.2,86,Wind blowing from the north-northwest,16,25,,100%.,"Continuous fall of snowflakes, moderate at time of observation. ",,,2.2,6.1,,,300-600,,,4.8,1.1,13,6,,,,
02.03.2018 10:00,2.8,742.2,743.2,-0.5,86,Wind blowing from the north-northwest,11,16,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,300-600,,,6,0.6,7,3,,,,
02.03.2018 07:00,3.9,742.7,743.7,-1.3,86,Wind blowing from the north,8,13,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,3.9,15,,,300-600,,,16,1.7,24,6,,,,
02.03.2018 04:00,6.1,744,744.8,-3.5,89,Wind blowing from the north-east,7,12,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,,,,,200-300,,,8,4.4,17,3,,,,
02.03.2018 01:00,6.1,747.5,748.6,-3.3,89,Wind blowing from the north-east,8,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,6.1,14.4,,,300-600,,,9,4.4,13,6,,,,
01.03.2018 22:00,6.7,750.8,751.9,-1.8,85,Wind blowing from the north-east,5,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,,,,,600-1000,,,6,4.4,4,3,,,,
01.03.2018 19:00,14.4,752.6,753.5,-2,48,Wind blowing from the east-southeast,6,,,100%., ,,,8.9,15,,,2000-2500,,,16,3.3,,,,,,
01.03.2018 16:00,11.7,754.6,755.7,-1.8,59,Wind blowing from the north-east,5,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,3.9,,,,,,
01.03.2018 13:00,13.9,756.4,757.3,-0.5,53,Wind blowing from the east-northeast,5,,,100%., ,,,10,14.4,,,"2500 or more, or no clouds.",,,16,4.4,,,,,,
01.03.2018 10:00,13.3,756.9,757.9,-0.5,53,Wind blowing from the north-east,3,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,3.9,,,,,,
01.03.2018 07:00,10,757.4,758.4,0.7,61,Wind blowing from the north-west,2,,,70 – 80%., ,,,8.9,16.7,,,"2500 or more, or no clouds.",,,16,2.8,,,,,,
01.03.2018 04:00,11.7,756.7,757.7,-0.9,52,Wind blowing from the south-southwest,3,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,2.2,,,,,,
01.03.2018 01:00,12.8,757.6,758.6,0,51,Wind blowing from the south-west,4,,,70 – 80%., ,,,5.6,13.9,,,2000-2500,,,16,2.8,,,,,,
28.02.2018 22:00,13.3,757.6,758.7,-0.6,47,Wind blowing from the south,2,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,2.2,,,,,,
28.02.2018 19:00,11.7,758.2,759.1,-0.5,55,Wind blowing from the south,4,,,50%., ,,,5.6,16.7,,,"2500 or more, or no clouds.",,,16,2.8,,,,,,
28.02.2018 16:00,16.1,758.7,759.6,-2,34,Wind blowing from the south-west,4,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,0,,,,,,
28.02.2018 13:00,13.3,760.7,761.7,-3.1,36,Wind blowing from the south-west,6,,,20–30%., ,,,5.6,13.3,,,2000-2500,,,16,-1.7,,,,,,
28.02.2018 10:00,8.9,763.8,764.6,-0.4,44,Wind blowing from the south-west,5,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-2.8,,,,,,
28.02.2018 07:00,6.1,764.2,765.3,-0.9,53,Wind blowing from the south,4,,,70 – 80%., ,,,5.6,13.9,,,"2500 or more, or no clouds.",,,16,-2.8,,,,,,
28.02.2018 04:00,7.8,765.1,766,-0.9,42,Wind blowing from the west-southwest,5,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,-4.4,,,,,,
28.02.2018 01:00,7.2,766,767.1,-0.6,49,Wind blowing from the west-southwest,5,,,70 – 80%., ,,,4.4,9.4,,,"2500 or more, or no clouds.",,,16,-2.8,,,,,,
27.02.2018 22:00,8.9,766.6,767.5,-0.7,44,Wind blowing from the south-southwest,5,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-2.8,,,,,,
27.02.2018 19:00,9.4,767.3,768.3,-0.5,41,Wind blowing from the south,4,,,no clouds, ,,,4.4,13.9,,,,,,16,-3.3,,,,,,
27.02.2018 16:00,13.9,767.8,768.7,-2.1,25,Wind blowing from the west,4,,,no clouds, ,,,,,,,,,,16,-6.1,,,,,,
27.02.2018 13:00,11.1,769.9,770.7,-1.2,32,Wind blowing from the north-northwest,4,,,no clouds, ,,,5,11.7,,,,,,16,-5,,,,,,
27.02.2018 10:00,8.3,771.1,772.2,1,34,Wind blowing from the north-west,3,,,no clouds, ,,,,,,,,,,16,-6.7,,,,,,
27.02.2018 07:00,5,770.1,771.2,0.8,47,Wind blowing from the west-northwest,4,,,no clouds, ,,,4.4,11.1,,,,,,16,-5.6,,,,,,
27.02.2018 04:00,5,769.3,770.2,1.2,47,Wind blowing from the north-west,3,,,no clouds, ,,,,,,,,,,16,-5.6,,,,,,
27.02.2018 01:00,6.7,768.1,769.2,1.3,45,Wind blowing from the north-west,4,,,no clouds, ,,,6.7,10.6,,,,,,16,-4.4,,,,,,
26.02.2018 22:00,8.3,766.8,767.8,1.3,44,Wind blowing from the north-west,5,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-3.3,,,,,,
26.02.2018 19:00,10.6,765.5,766.4,1.5,36,Wind blowing from the north-west,5,,,50%., ,,,6.7,11.1,,,"2500 or more, or no clouds.",,,16,-3.9,,,,,,
26.02.2018 16:00,11.1,764,764.8,-0.5,35,Wind blowing from the north-west,5,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-3.9,,,,,,
26.02.2018 13:00,8.3,764.5,765.4,-0.3,48,Wind blowing from the north-west,4,,,70 – 80%., ,,,4.4,8.3,,,1500-2000,,,16,-2.2,,,,,,
26.02.2018 10:00,7.2,764.8,765.7,2.1,54,Wind blowing from the north-northwest,7,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,-1.7,,,,,,
26.02.2018 07:00,7.2,762.7,763.8,1.2,80,Wind blowing from the north-west,5,,,70 – 80%., ,,,6.1,7.2,,,"2500 or more, or no clouds.",,,16,3.9,,,,,,
26.02.2018 04:00,7.2,761.5,762.5,-0.3,86,Wind blowing from the west-northwest,3,,,100%., ,,,,,,,200-300,,,16,5,,,,,,
26.02.2018 01:00,6.7,761.8,762.7,0.3,89,"Calm, no wind",0,,,100%., ,,,4.4,7.2,,,300-600,,,14,5,,,,,,
25.02.2018 22:00,6.7,761.5,762.4,1,85,Wind blowing from the north-west,2,,,100%., ,,,,,,,200-300,,,16,4.4,,,,,,
25.02.2018 19:00,6.7,760.5,761.4,-0.2,85,"Calm, no wind",0,,,100%., ,,,4.4,6.7,,,200-300,,,16,4.4,Trace of precipitation,6,,,,
25.02.2018 16:00,5.6,760.7,761.6,0.7,89,Wind blowing from the north-east,7,,,100%.,Mist. ,,,,,,,100-200,,,4.8,3.9,Trace of precipitation,3,,,,
25.02.2018 13:00,5,760,760.8,-1.8,89,Wind blowing from the north-northeast,5,10,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,4.4,6.7,,,50-100,,,4.8,3.3,6,6,,,,
25.02.2018 10:00,4.4,761.8,762.7,-2.2,93,Wind blowing from the north-east,6,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,100-200,,,6,3.3,3,3,,,,
25.02.2018 07:00,4.4,764,765.1,-1.1,93,Wind blowing from the north-east,7,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,4.4,12.2,,,100-200,,,4.8,3.3,14,6,,,,
25.02.2018 04:00,5.6,765.1,766,-1.2,82,Wind blowing from the north-east,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,600-1000,,,14,2.8,0.3,3,,,,
25.02.2018 01:00,6.1,766.3,767.2,-0.3,82,Wind blowing from the east-northeast,3,,,100%., ,,,6.1,8.3,,,600-1000,,,16,3.3,0.3,6,,,,
24.02.2018 22:00,6.7,766.6,767.5,1.1,89,Wind blowing from the east-northeast,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,100-200,,,9,5,0.3,3,,,,
24.02.2018 19:00,8.3,765.5,766.6,0,83,Wind blowing from the north-east,2,,,100%., ,,,7.2,12.2,,,600-1000,,,16,5.6,2,6,,,,
24.02.2018 16:00,8.9,765.5,766.4,0.7,77,Wind blowing from the north-west,3,,,100%.,"Rain, not freezing, continuous, moderate at time of observation. ",,,,,,,100-200,,,9,5,1,3,,,,
24.02.2018 13:00,11.7,764.8,765.7,0,59,Wind blowing from the north-northwest,3,,,100%., ,,,2.8,12.2,,,2000-2500,,,16,3.9,,,,,,
24.02.2018 10:00,10,764.8,765.8,-0.5,71,Wind blowing from the north-west,3,,,70 – 80%., ,,,,,,,300-600,,,16,5,,,,,,
24.02.2018 07:00,7.8,765.3,766.3,1.1,83,Wind blowing from the west,4,,,70 – 80%., ,,,5,7.8,,,300-600,,,16,5,,,,,,
24.02.2018 04:00,7.2,764.2,765.4,-1.1,86,Wind blowing from the west,4,,,70 – 80%., ,,,,,,,300-600,,,16,5,,,,,,
24.02.2018 01:00,7.2,765.3,766.2,-1.3,83,Wind blowing from the west,6,10,,100%., ,,,2.2,7.2,,,200-300,,,16,4.4,,,,,,
23.02.2018 22:00,5.6,766.6,767.5,-2.2,85,Wind blowing from the south-southwest,3,,,100%., ,,,,,,,300-600,,,11,3.3,,,,,,
23.02.2018 19:00,5,768.8,769.8,-2.3,93,Wind blowing from the south-east,3,,,100%.,Mist. ,,,2.2,5,,,100-200,,,2.4,3.9,1,6,,,,
23.02.2018 16:00,3.3,771.1,772.1,-2.8,93,Wind blowing from the north-east,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,100-200,,,0.8,2.2,Trace of precipitation,3,,,,
23.02.2018 13:00,3.3,773.9,774.9,-3.1,86,Wind blowing from the north-east,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,2.8,3.9,,,200-300,,,9,1.1,0.5,6,,,,
23.02.2018 10:00,2.8,777,778,-0.2,82,Wind blowing from the east-northeast,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,6,0,Trace of precipitation,3,,,,
23.02.2018 07:00,2.8,777.2,778.3,-0.2,82,Wind blowing from the north-east,6,,,100%., ,,,2.2,,,,200-300,,,16,0,,,,,,
23.02.2018 04:00,2.8,777.4,778.4,-0.6,82,Wind blowing from the east-northeast,5,,,100%., ,,,,,,,300-600,,,16,0,,,,,,
23.02.2018 01:00,3.3,778,779,0.6,83,Wind blowing from the east-northeast,7,,,100%., ,,,2.8,,,,300-600,,,16,0.6,,,,,,
22.02.2018 22:00,3.3,777.4,778.4,0.2,79,Wind blowing from the east-northeast,6,,,100%., ,,,,,,,300-600,,,16,0,,,,,,
22.02.2018 19:00,3.9,777.2,778.2,1.3,86,Wind blowing from the north-east,6,,,100%., ,,,3.3,8.3,,,300-600,,,16,1.7,3,6,,,,
22.02.2018 16:00,5,775.9,776.8,1,76,Wind blowing from the north-northeast,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,16,1.1,0.3,3,,,,
22.02.2018 13:00,7.2,774.9,776,-1.3,58,Wind blowing from the east-northeast,6,,,100%., ,,,7.2,13.9,,,600-1000,,,16,-0.6,0.3,6,,,,
22.02.2018 10:00,7.8,776.2,777.2,1.3,68,Wind blowing from the north-northeast,5,,,100%., ,,,,,,,600-1000,,,16,2.2,0.3,3,,,,
22.02.2018 07:00,7.8,774.9,775.9,1.2,68,Wind blowing from the north-northeast,5,,,100%., ,,,7.2,26.1,,,1000-1500,,,16,2.2,Trace of precipitation,6,,,,
22.02.2018 04:00,10.6,773.7,774.5,2.1,56,Wind blowing from the north,5,,,100%., ,,,,,,,1500-2000,,,16,2.2,Trace of precipitation,3,,,,
22.02.2018 01:00,13.9,771.6,772.6,1.5,62,Wind blowing from the north,5,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,10,23.3,,,1000-1500,,,16,6.7,0.5,6,,,,
21.02.2018 22:00,13.9,770.1,771,3,81,Wind blowing from the north-northwest,5,,,100%., ,,,,,,,1000-1500,,,16,10.6,0.5,3,,,,
21.02.2018 19:00,23.3,767.1,768,1.3,60,Wind blowing from the south-southwest,4,,,no clouds, ,,,10,26.1,,,,,,16,15,,,,,,
21.02.2018 16:00,25.6,765.8,766.7,-0.8,50,Wind blowing from the south-west,5,,,50%., ,,,,,,,1500-2000,,,16,14.4,,,,,,
21.02.2018 13:00,23.3,766.6,767.5,-1.8,60,Wind blowing from the south-west,5,10,,50%., ,,,12.8,23.3,,,1000-1500,,,16,15,,,,,,
21.02.2018 10:00,17.8,768.4,769.2,0,81,Wind blowing from the south-west,7,,,70 – 80%., ,,,,,,,300-600,,,16,14.4,,,,,,
21.02.2018 07:00,13.3,768.4,769.4,-0.2,87,Wind blowing from the south,3,,,100%., ,,,10,21.1,,,300-600,,,16,11.1,,,,,,
21.02.2018 04:00,10,768.6,769.5,-0.5,93,Wind blowing from the south,4,,,100%.,Mist. ,,,,,,,50-100,,,less than 0.1,8.9,,,,,,
21.02.2018 01:00,11.7,769.1,770,0,86,Wind blowing from the south,3,,,70 – 80%., ,,,8.9,16.1,,,"2500 or more, or no clouds.",,,16,9.4,,,,,,
20.02.2018 22:00,13.3,769.1,770,0.3,77,Wind blowing from the south,3,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,9.4,,,,,,
20.02.2018 19:00,16.1,768.8,769.7,1.3,70,Wind blowing from the south,2,,,70 – 80%., ,,,8.9,21.1,,,"2500 or more, or no clouds.",,,16,10.6,,,,,,
20.02.2018 16:00,19.4,767.5,768.7,-0.9,61,Wind blowing from the south-southwest,3,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,11.7,,,,,,
20.02.2018 13:00,15.6,768.4,769.2,-0.9,72,Wind blowing from the south-west,5,,,70 – 80%., ,,,8.3,15.6,,,"2500 or more, or no clouds.",,,16,10.6,Trace of precipitation,6,,,,
20.02.2018 10:00,12.2,769.3,770.4,0.5,90,Wind blowing from the west-southwest,5,9,,100%.,Mist. ,,,,,,,200-300,,,4.8,10.6,Trace of precipitation,3,,,,
20.02.2018 07:00,10.6,768.8,769.8,0.7,92,Wind blowing from the west-southwest,4,,,100%.,"Drizzle, not freezing, continuous, slight at time of observation. ",,,7.2,10.6,,,100-200,,,1.6,9.4,Trace of precipitation,6,,,,
20.02.2018 04:00,10.6,768.1,769.1,-0.7,89,Wind blowing from the west-southwest,5,8,,100%., ,,,,,,,300-600,,,16,8.9,,,,,,
20.02.2018 01:00,8.9,768.8,769.7,-0.5,100,"Calm, no wind",0,,,100%.,Mist. ,,,,8.9,,,50-100,,,0.8,8.9,0.5,6,,,,
19.02.2018 22:00,8.3,769.3,770.3,-0.3,93,Wind blowing from the south-east,2,,,100%.,Mist. ,,,,,,,100-200,,,1.6,7.2,0.5,3,,,,
19.02.2018 19:00,8.9,769.6,770.7,-1.2,86,Wind blowing from the south-southeast,3,,,100%., ,,,0.6,9.4,,,600-1000,,,16,6.7,0.3,6,,,,
19.02.2018 16:00,9.4,770.8,771.7,-1.3,74,Wind blowing from the south-southwest,3,,,100%., ,,,,,,,600-1000,,,16,5,,,,,,
19.02.2018 13:00,8.9,772.1,773,-1.6,66,Wind blowing from the south,6,10,,100%., ,,,3.9,8.9,,,1000-1500,,,16,2.8,,,,,,
19.02.2018 10:00,7.2,773.7,774.7,-0.4,63,Wind blowing from the south,6,9,,50%., ,,,,,,,1000-1500,,,16,0.6,,,,,,
19.02.2018 07:00,3.9,774.1,775.1,0,79,"Calm, no wind",0,,,70 – 80%., ,,,0.6,7.2,,,"2500 or more, or no clouds.",,,16,0.6,,,,,,
19.02.2018 04:00,2.2,774.1,775.1,-0.3,70,Wind blowing from the south-southeast,3,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-2.8,,,,,,
19.02.2018 01:00,1.1,774.4,775.3,0.5,79,Wind blowing from the north-east,2,,,20–30%., ,,,0.6,5.6,,,"2500 or more, or no clouds.",,,16,-2.2,,,,,,
18.02.2018 22:00,3.3,773.9,774.9,1.5,57,Wind blowing from the east-southeast,3,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,-4.4,,,,,,
18.02.2018 19:00,6.1,772.4,773.4,2,45,Wind blowing from the north-northwest,3,,,70 – 80%., ,,,0.6,7.2,,,"2500 or more, or no clouds.",,,16,-5,,,,,,
18.02.2018 16:00,6.7,770.4,771.4,0.8,45,Wind blowing from the west-northwest,5,,,70 – 80%., ,,,,,,,1000-1500,,,16,-4.4,,,,,,
18.02.2018 13:00,6.7,769.6,770.5,2.1,43,Wind blowing from the north-west,6,,,20–30%., ,,,0.6,6.7,,,1000-1500,,,16,-5,,,,,,
18.02.2018 10:00,3.9,767.5,768.5,3.5,55,Wind blowing from the north-west,6,9,,20–30%., ,,,,,,,600-1000,,,16,-4.4,,,,,,
18.02.2018 07:00,2.2,764,764.9,3.3,76,Wind blowing from the north-west,7,,,20–30%., ,,,0.6,3.9,,,300-600,,,16,-1.7,,,,,,
18.02.2018 04:00,1.7,760.7,761.7,0.7,89,Wind blowing from the west,4,,,100%., ,,,,,,,200-300,,,16,0,,,,,,
18.02.2018 01:00,0.6,760,760.9,-2.7,96,Wind blowing from the east-northeast,2,,,100%.,Mist. ,,,-1,2.2,,,50-100,,,1.6,0,14,6,,,,
17.02.2018 22:00,0.6,762.7,763.6,-3.6,96,Wind blowing from the east,2,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",,,,,,,50-100,,,1.6,0,10,3,,,,
17.02.2018 19:00,0.6,766.3,767.2,-1.2,89,Wind blowing from the east-northeast,3,,,100%.,"Continuous fall of snowflakes, slight at time of observation. ",,,-1,3.9,,,100-200,,,0.8,-1.1,2,6,,,,
17.02.2018 16:00,3.3,767.5,768.5,-2.1,51,Wind blowing from the south-east,6,,,100%., ,,,,,,,1000-1500,,,16,-6.1,,,,,,
17.02.2018 13:00,3.9,769.6,770.7,-1.5,38,Wind blowing from the south-southeast,6,9,,70 – 80%., ,,,-1.1,3.9,,,1500-2000,,,16,-9.4,,,,,,
17.02.2018 10:00,1.1,771.1,772.2,0,50,Wind blowing from the east-northeast,5,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-8.3,,,,,,
17.02.2018 07:00,-1.1,771.1,772,2.5,56,Wind blowing from the north-northwest,3,,,50%., ,,,-1.1,15,,,"2500 or more, or no clouds.",,,16,-8.9,,,,,,
17.02.2018 04:00,0,768.6,769.5,2.6,52,Wind blowing from the north-west,7,,,no clouds, ,,,,,,,,,,16,-8.9,,,,,,
17.02.2018 01:00,2.2,766,767.1,3.3,44,Wind blowing from the north-west,7,10,,no clouds, ,,,2.2,15,,,,,,16,-8.9,,,,,,
16.02.2018 22:00,4.4,762.7,763.7,4,51,Wind blowing from the north-west,9,,,50%., ,,,,,,,600-1000,,,16,-5,,,,,,
16.02.2018 19:00,6.7,758.7,759.7,4.8,55,Wind blowing from the north-west,12,16,,70 – 80%., ,,,6.7,15,,,600-1000,,,16,-1.7,1,6,,,,
16.02.2018 16:00,10.6,753.9,754.9,2.6,77,Wind blowing from the north-west,7,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,600-1000,,,16,6.7,0.5,3,,,,
16.02.2018 13:00,14.4,751.3,752.5,0,70,Wind blowing from the west,5,,,100%., ,,,,15,,,600-1000,,,16,8.9,0.3,6,,,,
16.02.2018 10:00,13.9,751.3,752.4,0.7,72,Wind blowing from the west-southwest,3,,,100%., ,,,,,,,"2500 or more, or no clouds.",,,16,8.9,0.3,3,,,,
16.02.2018 07:00,12.8,750.6,751.6,0.5,87,Wind blowing from the north-west,6,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,12.2,16.1,,,300-600,,,16,10.6,1,6,,,,
16.02.2018 04:00,13.9,750.1,751.1,-0.5,93,Wind blowing from the west-southwest,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,300-600,,,16,12.8,0.5,3,,,,
16.02.2018 01:00,13.9,750.6,751.5,-2.8,90,Wind blowing from the south,3,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,8.3,15.6,,,"2500 or more, or no clouds.",,,16,12.2,3,6,,,,
15.02.2018 22:00,15.6,753.4,754.3,-0.9,75,Wind blowing from the south-southwest,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,"2500 or more, or no clouds.",,,16,11.1,0.3,3,,,,
15.02.2018 19:00,14.4,754.3,755.4,-0.6,72,Wind blowing from the south-southwest,2,,,70 – 80%., ,,,8.3,16.1,,,"2500 or more, or no clouds.",,,16,9.4,,,,,,
15.02.2018 16:00,14.4,754.9,755.8,-1.5,72,Wind blowing from the south-southwest,5,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,11,9.4,,,,,,
15.02.2018 13:00,12.2,756.4,757.5,-2.1,77,Wind blowing from the south-west,4,,,100%.,Haze. ,,,8.3,12.2,,,300-600,,,9,8.3,,,,,,
15.02.2018 10:00,10.6,758.5,759.4,-0.7,80,Wind blowing from the south-southwest,4,,,100%.,Haze. ,,,,,,,300-600,,,9,7.2,,,,,,
15.02.2018 07:00,8.9,759.2,760.1,-0.8,83,Wind blowing from the south-southwest,3,,,100%.,Haze. ,,,8.3,12.2,,,300-600,,,8,6.1,0.8,6,,,,
15.02.2018 04:00,8.3,760,760.8,-1.8,86,Wind blowing from the south-west,2,,,100%., ,,,,,,,300-600,,,16,6.1,0.8,3,,,,
15.02.2018 01:00,8.9,761.8,762.6,-1.2,77,Wind blowing from the south-west,4,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,10.6,,,1000-1500,,,16,5,3,6,,,,
14.02.2018 22:00,10,763,764,-1,61,Wind blowing from the south-west,3,,,100%., ,,,,,,,1000-1500,,,16,2.8,,,,,,
14.02.2018 19:00,9.4,764,765,-1.1,61,Wind blowing from the south,4,,,70 – 80%., ,,,2.2,12.2,,,1000-1500,,,16,2.2,,,,,,
14.02.2018 16:00,11.7,765.1,765.9,-2,51,Wind blowing from the south-southwest,5,,,70 – 80%., ,,,,,,,1000-1500,,,16,1.7,,,,,,
14.02.2018 13:00,8.3,767.1,768.1,-2.8,54,Wind blowing from the south-southwest,7,,,50%., ,,,0.6,8.9,,,2000-2500,,,16,-0.6,,,,,,
14.02.2018 10:00,4.4,769.9,770.8,-0.9,65,Wind blowing from the south-west,4,,,100%., ,,,,,,,1000-1500,,,16,-1.7,,,,,,
14.02.2018 07:00,3.3,770.8,771.9,-1.1,73,Wind blowing from the south-southwest,4,,,100%., ,,,0.6,3.3,,,600-1000,,,16,-1.1,0.3,6,,,,
14.02.2018 04:00,2.8,771.9,772.7,-2.8,70,Wind blowing from the south-southwest,2,,,100%.,"Rain, not freezing, continuous, slight at time of observation. ",,,,,,,2000-2500,,,16,-2.2,Trace of precipitation,3,,,,
14.02.2018 01:00,2.2,774.7,775.5,-2.3,67,Wind blowing from the south,3,,,100%., ,,,-2.7,2.2,,,600-1000,,,16,-3.3,,,,,,
13.02.2018 22:00,1.7,777,777.9,-2,64,,2,,,100%., ,,,,,,,1000-1500,,,16,-4.4,,,,,,
13.02.2018 19:00,0.6,779,779.9,-0.8,61,Wind blowing from the south-southeast,6,,,70 – 80%., ,,,-2.7,3.3,,,"2500 or more, or no clouds.",,,16,-6.1,,,,,,
13.02.2018 16:00,2.8,779.8,780.7,-1.2,37,Wind blowing from the south,5,,,70 – 80%., ,,,,,,,"2500 or more, or no clouds.",,,16,-10.6,,,,,,
13.02.2018 13:00,1.1,781,781.9,-1.3,38,Wind blowing from the north-east,3,,,70 – 80%., ,,,-2.8,1.1,,,"2500 or more, or no clouds.",,,16,-11.7,,,,,,
13.02.2018 10:00,-1.1,782.3,783.3,1,45,Wind blowing from the east-northeast,4,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,-11.7,,,,,,
13.02.2018 07:00,-2.8,781.3,782.2,1.3,55,Wind blowing from the north-northeast,5,,,20–30%., ,,,-2.8,,,,"2500 or more, or no clouds.",,,16,-10.6,,,,,,
13.02.2018 04:00,-1.1,780,780.8,1.3,58,Wind blowing from the north,5,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,-8.3,,,,,,
13.02.2018 01:00,0.6,778.7,779.6,1.7,47,Wind blowing from the north-northwest,7,,,50%., ,,,0.6,17.2,,,"2500 or more, or no clouds.",,,16,-9.4,,,,,,
12.02.2018 22:00,2.2,777,778,2.3,39,Wind blowing from the north-west,7,,,20–30%., ,,,,,,,"2500 or more, or no clouds.",,,16,-10.6,,,,,,
12.02.2018 19:00,5,774.7,775.6,2.8,33,Wind blowing from the west-northwest,6,,,70 – 80%., ,,,5,7.2,,,"2500 or more, or no clouds.",,,16,-10,,,,,,
12.02.2018 16:00,7.2,771.9,772.8,2,40,Wind blowing from the north-west,6,,,50%., ,,,,,,,"2500 or more, or no clouds.",,,16,-5.6,,,,,,
12.02.2018 13:00,5,769.9,770.8,1.5,49,Wind blowing from the north-west,7,,,70 – 80%., ,,,5,17.2,,,2000-2500,,,16,-5,Trace of precipitation,6,,,,
12.02.2018 10:00,5.6,768.4,769.2,3.3,65,Wind blowing from the north-west,9,12,,100%., ,,,,,,,600-1000,,,16,-0.6,Trace of precipitation,3,,,,
12.02.2018 07:00,6.7,765.1,766,4.4,68,Wind blowing from the north-northwest,7,12,,100%., ,,,6.7,15.6,,,600-1000,,,16,1.1,,,,,,
12.02.2018 04:00,15,760.7,761.8,1.8,67,Wind blowing from the west,6,10,,70 – 80%., ,,,,,,,1000-1500,,,16,8.9,,,,,,
12.02.2018 01:00,11.1,758.9,759.8,1,97,"Calm, no wind",0,,,100%.,Mist. ,,,5.6,12.2,,,300-600,,,4.8,10.6,0.5,6,,,,
